LAT.,LONG.,Event,Transmit T,GPS Time
-20.502032,-51.799933,Daily Data,2021/10/02 1:31,2021/10/02 1:31
-20.492566,-51.798099,Daily Data,2021/10/02 1:32,2021/10/02 1:32
-20.495132,-51.7976,Daily Data,2021/10/02 1:32,2021/10/02 1:32
-20.500966,-51.7965,Engine stop,2021/10/02 3:14,2021/10/02 3:14
-20.498033,-51.796733,Travel Dispatch,2021/10/02 8:38,2021/10/02 8:38
-20.500033,-51.796332,End of movement,2021/10/02 8:48,2021/10/02 8:48
-20.4989,-51.796466,Travel Dispatch,2021/10/02 9:19,2021/10/02 9:19
-20.500566,-51.7969,Engine stop,2021/10/02 9:28,2021/10/02 9:28
-20.500566,-51.796933,End of movement,2021/10/02 9:29,2021/10/02 9:29
-20.502032,-51.795933,Engine stop,2021/10/02 11:36,2021/10/02 11:36
-20.498599,-51.796533,Travel Dispatch,2021/10/02 19:24,2021/10/02 19:24
-20.498633,-51.796466,End of movement,2021/10/02 19:34,2021/10/02 19:34
-20.5025,-51.796099,Engine stop,2021/10/03 0:31,2021/10/03 0:31
-20.504433,-51.7965,Daily Data,2021/10/03 1:04,2021/10/03 1:04
-20.502799,-51.795933,Daily Data,2021/10/03 1:16,2021/10/03 1:16
-20.502799,-51.799633,Daily Data,2021/10/03 1:29,2021/10/03 1:29
-20.502299,-51.800999,Daily Data,2021/10/03 1:32,2021/10/03 1:32
-20.502233,-51.796466,Daily Data,2021/10/03 1:33,2021/10/03 1:33
-20.501466,-51.798333,Daily Data,2021/10/04 1:05,2021/10/04 1:05
-20.5045,-51.797799,Daily Data,2021/10/04 1:17,2021/10/04 1:17
-20.506966,-51.798232,Daily Data,2021/10/04 1:30,2021/10/04 1:30
-20.503699,-51.798633,Daily Data,2021/10/04 1:33,2021/10/04 1:33
-20.506133,-51.8008,Daily Data,2021/10/04 1:34,2021/10/04 1:34
-20.509133,-51.793766,Travel Dispatch,2021/10/04 17:03,2021/10/04 17:03
-20.512799,-51.792833,End of movement,2021/10/04 17:18,2021/10/04 17:18
-20.512632,-51.793133,Engine stop,2021/10/04 18:01,2021/10/04 18:01
-20.506332,-51.797566,Daily Data,2021/10/05 1:06,2021/10/05 1:06
-20.505399,-51.7969,Daily Data,2021/10/05 1:18,2021/10/05 1:18
-20.501133,-51.795233,Daily Data,2021/10/05 1:31,2021/10/05 1:31
-20.512533,-51.793866,Daily Data,2021/10/05 1:34,2021/10/05 1:34
-20.506466,-51.799366,Daily Data,2021/10/05 1:35,2021/10/05 1:35
-20.509033,-51.800066,Travel Dispatch,2021/10/05 1:46,2021/10/05 1:46
-20.511766,-51.799366,End of movement,2021/10/05 1:56,2021/10/05 1:56
-20.511766,-51.7996,Engine stop,2021/10/05 2:33,2021/10/05 2:33
-20.509899,-51.794933,Travel Dispatch,2021/10/05 12:21,2021/10/05 12:21
-20.510033,-51.794899,End of movement,2021/10/05 12:31,2021/10/05 12:31
-20.510399,-51.7945,Engine stop,2021/10/05 14:17,2021/10/05 14:17
-20.507632,-51.794133,Travel Dispatch,2021/10/05 19:20,2021/10/05 19:20
-20.513266,-51.792833,End of movement,2021/10/05 19:35,2021/10/05 19:35
-20.513333,-51.792733,Engine stop,2021/10/05 19:38,2021/10/05 19:38
-20.509766,-51.793832,Daily Data,2021/10/06 1:07,2021/10/06 1:07
-20.513499,-51.7927,Daily Data,2021/10/06 1:19,2021/10/06 1:19
-20.496366,-51.7952,Daily Data,2021/10/06 1:32,2021/10/06 1:32
-20.5101,-51.795399,Daily Data,2021/10/06 1:35,2021/10/06 1:35
-20.514566,-51.7938,Daily Data,2021/10/06 1:36,2021/10/06 1:36
-20.514366,-51.785299,Travel Dispatch,2021/10/06 18:51,2021/10/06 18:51
-20.515467,-51.782799,End of movement,2021/10/06 19:01,2021/10/06 19:01
-20.515499,-51.782833,Engine stop,2021/10/06 19:12,2021/10/06 19:12
-20.516966,-51.7832,Daily Data,2021/10/07 1:08,2021/10/07 1:08
-20.513033,-51.794033,Daily Data,2021/10/07 1:20,2021/10/07 1:20
-20.496133,-51.794833,Daily Data,2021/10/07 1:33,2021/10/07 1:33
-21.012233,-52.459099,Daily Data,2021/11/14 1:12,2021/11/14 1:12
-21.014167,-52.458133,Daily Data,2021/11/14 1:25,2021/11/14 1:25
-21.018433,-52.4575,Daily Data,2021/11/14 1:28,2021/11/14 1:28
-21.014199,-52.458466,Daily Data,2021/11/14 1:29,2021/11/14 1:29
-21.015933,-52.458232,Engine stop,2021/11/14 1:46,2021/11/14 1:46
-21.019633,-52.456332,Travel Dispatch,2021/11/14 14:25,2021/11/14 14:25
-21.020066,-52.456466,End of movement,2021/11/14 14:35,2021/11/14 14:35
-21.0215,-52.457166,Engine stop,2021/11/14 21:07,2021/11/14 21:07
-21.021699,-52.458166,Daily Data,2021/11/15 1:01,2021/11/15 1:01
-21.021033,-52.456933,Daily Data,2021/11/15 1:13,2021/11/15 1:13
-21.021099,-52.459233,Daily Data,2021/11/15 1:26,2021/11/15 1:26
-21.016166,-52.4584,Daily Data,2021/11/15 1:29,2021/11/15 1:29
-21.020999,-52.460666,Daily Data,2021/11/15 1:30,2021/11/15 1:30
-21.018932,-52.459933,Travel Dispatch,2021/11/15 12:34,2021/11/15 12:34
-21.019133,-52.461799,End of movement,2021/11/15 12:53,2021/11/15 12:53
-21.021599,-52.463666,Travel Dispatch,2021/11/15 14:58,2021/11/15 14:58
-21.021332,-52.464266,End of movement,2021/11/15 15:08,2021/11/15 15:08
-21.021099,-52.4645,Engine stop,2021/11/15 16:45,2021/11/15 16:45
-21.0207,-52.458567,Daily Data,2021/11/16 1:02,2021/11/16 1:02
-21.0194,-52.4571,Daily Data,2021/11/16 1:14,2021/11/16 1:14
-21.0207,-52.464099,Daily Data,2021/11/16 1:27,2021/11/16 1:27
-21.014299,-52.4625,Daily Data,2021/11/16 1:30,2021/11/16 1:30
-21.019833,-52.460399,Daily Data,2021/11/16 1:31,2021/11/16 1:31
-21.021566,-52.463066,Engine stop,2021/11/16 5:12,2021/11/16 5:12
-21.019633,-52.465833,Travel Dispatch,2021/11/16 5:37,2021/11/16 5:37
-21.019532,-52.4659,End of movement,2021/11/16 5:47,2021/11/16 5:47
-21.019532,-52.466133,Travel Dispatch,2021/11/16 8:35,2021/11/16 8:35
-21.020333,-52.4651,Travel Dispatch,2021/11/16 8:35,2021/11/16 8:35
-21.016067,-52.466067,End of movement,2021/11/16 8:45,2021/11/16 8:45
-21.016067,-52.466266,End of movement,2021/11/16 8:53,2021/11/16 8:53
-21.017399,-52.465966,Daily Data,2021/11/17 1:03,2021/11/17 1:03
-21.017999,-52.465033,Daily Data,2021/11/17 1:15,2021/11/17 1:15
-20.509933,-51.794299,Daily Data,2021/10/07 1:36,2021/10/07 1:36
-20.514,-51.793866,Daily Data,2021/10/07 1:37,2021/10/07 1:37
-20.515033,-51.782733,Travel Dispatch,2021/10/07 9:01,2021/10/07 9:01
-20.518033,-51.783533,End of movement,2021/10/07 9:20,2021/10/07 9:20
-20.516466,-51.783033,Engine stop,2021/10/07 16:09,2021/10/07 16:09
-20.516733,-51.783766,Daily Data,2021/10/08 1:09,2021/10/08 1:09
-20.520266,-51.789766,Travel Dispatch,2021/10/08 1:21,2021/10/08 1:21
-20.515132,-51.783133,Daily Data,2021/10/08 1:21,2021/10/08 1:21
-20.522066,-51.7877,End of movement,2021/10/08 1:31,2021/10/08 1:31
-20.500866,-51.792199,Daily Data,2021/10/08 1:34,2021/10/08 1:34
-20.517,-51.791432,Daily Data,2021/10/08 1:37,2021/10/08 1:37
-20.521866,-51.787133,Daily Data,2021/10/08 1:38,2021/10/08 1:38
-20.521799,-51.787266,Engine stop,2021/10/08 2:05,2021/10/08 2:05
-20.517266,-51.785033,Daily Data,2021/10/09 1:10,2021/10/09 1:10
-20.514699,-51.783066,Daily Data,2021/10/09 1:22,2021/10/09 1:22
-20.5009,-51.791699,Daily Data,2021/10/09 1:35,2021/10/09 1:35
-20.517233,-51.789532,Daily Data,2021/10/09 1:38,2021/10/09 1:38
-20.518533,-51.789833,Daily Data,2021/10/09 1:39,2021/10/09 1:39
-20.5151,-51.785,Daily Data,2021/10/10 1:11,2021/10/10 1:11
-20.516667,-51.785467,Daily Data,2021/10/10 1:23,2021/10/10 1:23
-20.499867,-51.792367,Daily Data,2021/10/10 1:36,2021/10/10 1:36
-20.5159,-51.789366,Daily Data,2021/10/10 1:39,2021/10/10 1:39
-20.5176,-51.788333,Daily Data,2021/10/10 1:44,2021/10/10 1:44
-20.514666,-51.787367,Daily Data,2021/10/11 1:12,2021/10/11 1:12
-20.513733,-51.787367,Daily Data,2021/10/11 1:24,2021/10/11 1:24
-20.500333,-51.794666,Daily Data,2021/10/11 1:37,2021/10/11 1:37
-20.516766,-51.787632,Daily Data,2021/10/11 1:40,2021/10/11 1:40
-20.5171,-51.7858,Daily Data,2021/10/11 1:41,2021/10/11 1:41
-20.513066,-51.786766,Travel Dispatch,2021/10/11 11:09,2021/10/11 11:09
-20.512666,-51.786933,Engine stop,2021/10/11 11:10,2021/10/11 11:10
-20.512632,-51.786933,End of movement,2021/10/11 11:33,2021/10/11 11:33
-20.511599,-51.787766,Daily Data,2021/10/12 1:13,2021/10/12 1:13
-20.420366,-51.735467,End of movement,2021/12/15 22:19,2021/12/15 22:19
-20.422999,-51.719233,Travel Dispatch,2021/12/15 22:31,2021/12/15 22:31
-20.422632,-51.720299,Engine stop,2021/12/15 22:33,2021/12/15 22:33
-20.4226,-51.720333,End of movement,2021/12/15 22:41,2021/12/15 22:41
-20.418499,-51.734167,Engine stop,2021/12/15 23:32,2021/12/15 23:32
-20.420966,-51.735467,Engine stop,2021/12/15 23:33,2021/12/15 23:33
-20.423232,-51.732999,Travel Dispatch,2021/12/15 23:52,2021/12/15 23:52
-20.423533,-51.732233,End of movement,2021/12/16 0:02,2021/12/16 0:02
-20.423466,-51.732032,Engine stop,2021/12/16 0:16,2021/12/16 0:16
-20.420966,-51.7352,Daily Data,2021/12/16 1:11,2021/12/16 1:11
-20.423466,-51.732266,Daily Data,2021/12/16 1:14,2021/12/16 1:14
-20.4209,-51.734766,Daily Data,2021/12/16 1:15,2021/12/16 1:15
-20.4188,-51.730499,Daily Data,2021/12/16 1:32,2021/12/16 1:32
-20.418533,-51.7315,Daily Data,2021/12/16 1:44,2021/12/16 1:44
-20.424699,-51.728699,Daily Data,2021/12/17 1:12,2021/12/17 1:12
-20.4233,-51.729833,Daily Data,2021/12/17 1:15,2021/12/17 1:15
-20.420933,-51.731667,Daily Data,2021/12/17 1:16,2021/12/17 1:16
-20.419666,-51.730132,Daily Data,2021/12/17 1:33,2021/12/17 1:33
-20.420433,-51.729666,Daily Data,2021/12/17 1:45,2021/12/17 1:45
-20.427766,-51.732266,Travel Dispatch,2021/12/17 21:45,2021/12/17 21:45
-20.427133,-51.732866,End of movement,2021/12/17 21:55,2021/12/17 21:55
-20.428333,-51.731799,Daily Data,2021/12/18 1:00,2021/12/18 1:00
-20.425533,-51.732733,Daily Data,2021/12/18 1:13,2021/12/18 1:13
-20.429099,-51.734666,Daily Data,2021/12/18 1:16,2021/12/18 1:16
-20.4259,-51.732666,Daily Data,2021/12/18 1:17,2021/12/18 1:17
-20.4271,-51.733066,Daily Data,2021/12/18 1:34,2021/12/18 1:34
-20.427666,-51.7326,Engine stop,2021/12/18 2:22,2021/12/18 2:22
-20.428266,-51.731633,Engine stop,2021/12/18 21:54,2021/12/18 21:54
-20.426033,-51.733567,Daily Data,2021/12/19 1:01,2021/12/19 1:01
-20.424833,-51.732866,Daily Data,2021/12/19 1:14,2021/12/19 1:14
-20.43,-51.730467,Daily Data,2021/12/19 1:17,2021/12/19 1:17
-20.427967,-51.730399,Daily Data,2021/12/19 1:18,2021/12/19 1:18
-21.019766,-52.464266,Daily Data,2021/11/17 1:28,2021/11/17 1:28
-21.012367,-52.465066,Daily Data,2021/11/17 1:31,2021/11/17 1:31
-21.0184,-52.4663,Daily Data,2021/11/17 1:32,2021/11/17 1:32
-21.017933,-52.466933,Engine stop,2021/11/17 16:02,2021/11/17 16:02
-21.011766,-52.467433,Engine stop,2021/11/17 16:31,2021/11/17 16:31
-21.017299,-52.466733,Daily Data,2021/11/18 1:04,2021/11/18 1:04
-21.015999,-52.468166,Daily Data,2021/11/18 1:16,2021/11/18 1:16
-21.013499,-52.467999,Daily Data,2021/11/18 1:29,2021/11/18 1:29
-20.427999,-51.731166,Daily Data,2021/12/19 1:35,2021/12/19 1:35
-21.012133,-52.466866,Daily Data,2021/11/18 1:32,2021/11/18 1:32
-21.014933,-52.465966,Daily Data,2021/11/18 1:33,2021/11/18 1:33
-21.013733,-52.467933,Engine start,2021/11/18 4:55,2021/11/18 4:55
-20.429266,-51.727766,Travel Dispatch,2021/12/19 12:49,2021/12/19 12:49
-20.429333,-51.727833,End of movement,2021/12/19 13:28,2021/12/19 13:28
-20.426366,-51.728466,Daily Data,2021/12/20 1:02,2021/12/20 1:02
-20.423866,-51.727632,Daily Data,2021/12/20 1:15,2021/12/20 1:15
-20.426833,-51.724266,Daily Data,2021/12/20 1:18,2021/12/20 1:18
-20.4239,-51.727367,Daily Data,2021/12/20 1:19,2021/12/20 1:19
-20.426667,-51.729366,Daily Data,2021/12/20 1:36,2021/12/20 1:36
-20.420866,-51.7263,Travel Dispatch,2021/12/20 12:43,2021/12/20 12:43
-20.420533,-51.726099,End of movement,2021/12/20 12:53,2021/12/20 12:53
-20.420333,-51.726733,Travel Dispatch,2021/12/20 13:58,2021/12/20 13:58
-20.420033,-51.727466,End of movement,2021/12/20 14:08,2021/12/20 14:08
-20.420633,-51.725866,Travel Dispatch,2021/12/20 19:27,2021/12/20 19:27
-20.421599,-51.726466,End of movement,2021/12/20 19:37,2021/12/20 19:37
-20.421266,-51.7259,Engine stop,2021/12/20 21:08,2021/12/20 21:08
-20.420399,-51.728366,Daily Data,2021/12/21 1:03,2021/12/21 1:03
-20.422166,-51.725999,Daily Data,2021/12/21 1:16,2021/12/21 1:16
-20.4257,-51.725066,Daily Data,2021/12/21 1:19,2021/12/21 1:19
-20.422866,-51.726067,Daily Data,2021/12/21 1:20,2021/12/21 1:20
-20.419933,-51.7284,Daily Data,2021/12/21 1:37,2021/12/21 1:37
-20.421833,-51.725399,Engine stop,2021/12/21 6:55,2021/12/21 6:55
-21.1027,-52.3025,Daily Data,2022/01/14 1:31,2022/01/14 1:31
-21.1058,-52.296799,Daily Data,2022/01/14 1:36,2022/01/14 1:36
-21.108699,-52.289867,Daily Data,2022/01/14 1:43,2022/01/14 1:43
-21.115299,-52.292967,Daily Data,2022/01/14 1:44,2022/01/14 1:44
-21.106466,-52.299933,Travel Dispatch,2022/01/14 8:14,2022/01/14 8:14
-21.106599,-52.301133,Engine stop,2022/01/14 8:20,2022/01/14 8:20
-21.106566,-52.301133,End of movement,2022/01/14 8:33,2022/01/14 8:33
-21.110566,-52.285467,Travel Dispatch,2022/01/14 10:56,2022/01/14 10:56
-20.513666,-51.788699,Daily Data,2021/10/12 1:25,2021/10/12 1:25
-20.501833,-51.794666,Daily Data,2021/10/12 1:38,2021/10/12 1:38
-21.110499,-52.285366,End of movement,2022/01/14 11:47,2022/01/14 11:47
-21.111799,-52.286833,Daily Data,2022/01/15 1:16,2022/01/15 1:16
-20.512032,-51.791099,Daily Data,2021/10/12 1:41,2021/10/12 1:41
-20.513466,-51.788633,Daily Data,2021/10/12 1:42,2021/10/12 1:42
-20.509033,-51.787833,Travel Dispatch,2021/10/12 8:00,2021/10/12 8:00
-20.508166,-51.788567,End of movement,2021/10/12 8:10,2021/10/12 8:10
-20.506866,-51.788433,Engine stop,2021/10/12 16:54,2021/10/12 16:54
-20.5089,-51.788733,Daily Data,2021/10/13 1:14,2021/10/13 1:14
-20.504099,-51.793832,Daily Data,2021/10/13 1:39,2021/10/13 1:39
-20.513033,-51.791332,Daily Data,2021/10/13 1:42,2021/10/13 1:42
-20.5096,-51.7889,Daily Data,2021/10/13 1:43,2021/10/13 1:43
-20.5034,-51.7895,Travel Dispatch,2021/10/13 6:41,2021/10/13 6:41
-20.499933,-51.790233,End of movement,2021/10/13 6:51,2021/10/13 6:51
-20.500233,-51.790333,Engine stop,2021/10/13 7:43,2021/10/13 7:43
-20.5095,-51.789867,Daily Data,2021/10/14 1:15,2021/10/14 1:15
-20.5046,-51.792367,Daily Data,2021/10/14 1:27,2021/10/14 1:27
-20.499266,-51.790766,Daily Data,2021/10/14 1:40,2021/10/14 1:40
-20.513666,-51.790467,Daily Data,2021/10/14 1:43,2021/10/14 1:43
-20.501099,-51.790633,Daily Data,2021/10/14 1:44,2021/10/14 1:44
-20.509433,-51.792399,Travel Dispatch,2021/10/14 14:02,2021/10/14 14:02
-20.509333,-51.7925,End of movement,2021/10/14 14:12,2021/10/14 14:12
-20.508633,-51.7927,Engine stop,2021/10/14 15:12,2021/10/14 15:12
-21.110666,-52.288466,Daily Data,2022/01/15 1:28,2022/01/15 1:28
-20.421432,-51.723266,Travel Dispatch,2021/12/21 18:24,2021/12/21 18:24
-20.422066,-51.723366,End of movement,2021/12/21 18:34,2021/12/21 18:34
-20.4234,-51.722632,Travel Dispatch,2021/12/21 21:55,2021/12/21 21:55
-21.0969,-52.306332,Daily Data,2022/01/15 1:32,2022/01/15 1:32
-21.0984,-52.307166,Daily Data,2022/01/15 1:37,2022/01/15 1:37
-21.111366,-52.287533,Daily Data,2022/01/15 1:44,2022/01/15 1:44
-21.1126,-52.289299,Daily Data,2022/01/15 1:45,2022/01/15 1:45
-21.097566,-52.307967,Travel Dispatch,2022/01/15 2:46,2022/01/15 2:46
-21.097466,-52.308099,End of movement,2022/01/15 2:56,2022/01/15 2:56
-21.1096,-52.2832,Engine stop,2022/01/15 8:37,2022/01/15 8:37
-21.0975,-52.307133,Engine stop,2022/01/15 14:00,2022/01/15 14:00
-21.116033,-52.284299,Daily Data,2022/01/16 1:00,2022/01/16 1:00
-21.110333,-52.285333,Daily Data,2022/01/16 1:17,2022/01/16 1:17
-21.111633,-52.283766,Daily Data,2022/01/16 1:29,2022/01/16 1:29
-21.095333,-52.307199,Daily Data,2022/01/16 1:33,2022/01/16 1:33
-21.096599,-52.305233,Daily Data,2022/01/16 1:38,2022/01/16 1:38
-21.110599,-52.283232,Daily Data,2022/01/16 1:45,2022/01/16 1:45
-21.094366,-52.307833,Travel Dispatch,2022/01/16 2:57,2022/01/16 2:57
-21.094299,-52.307933,End of movement,2022/01/16 3:07,2022/01/16 3:07
-21.114466,-52.283499,Travel Dispatch,2022/01/16 7:25,2022/01/16 7:25
-21.0907,-52.304699,Engine stop,2022/01/16 7:51,2022/01/16 7:51
-21.114466,-52.283533,End of movement,2022/01/16 8:01,2022/01/16 8:01
-21.1052,-52.284733,Travel Dispatch,2022/01/16 14:56,2022/01/16 14:56
-21.1046,-52.285599,End of movement,2022/01/16 15:06,2022/01/16 15:06
-21.102733,-52.284933,Engine stop,2022/01/16 18:42,2022/01/16 18:42
-21.109666,-52.284867,Daily Data,2022/01/17 1:00,2022/01/17 1:00
-21.104666,-52.285366,Daily Data,2022/01/17 1:01,2022/01/17 1:01
-21.107766,-52.288966,Daily Data,2022/01/17 1:18,2022/01/17 1:18
-21.107899,-52.288866,Daily Data,2022/01/17 1:30,2022/01/17 1:30
-21.093033,-52.304733,Daily Data,2022/01/17 1:34,2022/01/17 1:34
-21.094133,-52.309466,Daily Data,2022/01/17 1:39,2022/01/17 1:39
-20.5038,-51.789099,Travel Dispatch,2021/10/14 18:27,2021/10/14 18:27
-20.504066,-51.788766,End of movement,2021/10/14 18:37,2021/10/14 18:37
-20.508567,-51.792632,Daily Data,2021/10/15 1:16,2021/10/15 1:16
-20.504066,-51.792266,Daily Data,2021/10/15 1:28,2021/10/15 1:28
-20.497899,-51.7913,Daily Data,2021/10/15 1:41,2021/10/15 1:41
-20.503266,-51.7889,Daily Data,2021/10/15 1:44,2021/10/15 1:44
-20.498099,-51.791866,Daily Data,2021/10/15 1:45,2021/10/15 1:45
-20.496599,-51.787333,Travel Dispatch,2021/10/15 9:49,2021/10/15 9:49
-20.5013,-51.785033,End of movement,2021/10/15 10:04,2021/10/15 10:04
-20.5002,-51.785766,Engine stop,2021/10/15 13:09,2021/10/15 13:09
-20.503599,-51.788099,Engine stop,2021/10/15 16:37,2021/10/15 16:37
-20.502466,-51.790132,Daily Data,2021/10/16 1:00,2021/10/16 1:00
-20.5089,-51.791799,Daily Data,2021/10/16 1:17,2021/10/16 1:17
-20.503466,-51.792166,Daily Data,2021/10/16 1:29,2021/10/16 1:29
-20.500132,-51.785999,Daily Data,2021/10/16 1:42,2021/10/16 1:42
-20.502933,-51.788166,Daily Data,2021/10/16 1:45,2021/10/16 1:45
-20.500333,-51.7902,Travel Dispatch,2021/10/16 23:37,2021/10/16 23:37
-20.500333,-51.7902,End of movement,2021/10/16 23:47,2021/10/16 23:47
-20.502066,-51.787933,Daily Data,2021/10/17 1:00,2021/10/17 1:00
-20.503366,-51.789899,Daily Data,2021/10/17 1:01,2021/10/17 1:01
-20.502166,-51.791332,Daily Data,2021/10/17 1:18,2021/10/17 1:18
-20.503599,-51.7909,Daily Data,2021/10/17 1:30,2021/10/17 1:30
-20.498733,-51.786833,Daily Data,2021/10/17 1:43,2021/10/17 1:43
-20.513066,-51.786733,Travel Dispatch,2021/10/17 17:29,2021/10/17 17:29
-20.513433,-51.786599,End of movement,2021/10/17 17:39,2021/10/17 17:39
-20.512666,-51.786766,Engine stop,2021/10/17 20:35,2021/10/17 20:35
-20.509333,-51.787733,Travel Dispatch,2021/10/17 21:38,2021/10/17 21:38
-20.513133,-51.782733,End of movement,2021/10/17 21:59,2021/10/17 21:59
-20.513633,-51.782899,Engine stop,2021/10/17 23:31,2021/10/17 23:31
-20.512166,-51.786133,Daily Data,2021/10/18 1:01,2021/10/18 1:01
-20.500566,-51.787533,Daily Data,2021/10/18 1:02,2021/10/18 1:02
-20.512533,-51.782833,Daily Data,2021/10/18 1:19,2021/10/18 1:19
-20.510666,-51.782833,Daily Data,2021/10/18 1:31,2021/10/18 1:31
-20.498633,-51.7877,Daily Data,2021/10/18 1:44,2021/10/18 1:44
-20.512032,-51.785,Daily Data,2021/10/19 1:02,2021/10/19 1:02
-20.5058,-51.782933,Daily Data,2021/10/19 1:03,2021/10/19 1:03
-20.512266,-51.783832,Daily Data,2021/10/19 1:20,2021/10/19 1:20
-20.513567,-51.784066,Daily Data,2021/10/19 1:32,2021/10/19 1:32
-20.4969,-51.788599,Daily Data,2021/10/19 1:45,2021/10/19 1:45
-20.504133,-51.777066,Travel Dispatch,2021/10/19 9:31,2021/10/19 9:31
-20.503832,-51.777299,End of movement,2021/10/19 9:41,2021/10/19 9:41
-20.504633,-51.778666,Engine start,2021/10/19 12:26,2021/10/19 12:26
-20.505166,-51.786067,Daily Data,2021/10/20 1:00,2021/10/20 1:00
-20.509699,-51.779566,Daily Data,2021/10/20 1:03,2021/10/20 1:03
-20.507166,-51.7877,Daily Data,2021/10/20 1:04,2021/10/20 1:04
-20.506866,-51.776466,Daily Data,2021/10/20 1:29,2021/10/20 1:29
-20.511199,-51.7858,Daily Data,2021/10/20 1:33,2021/10/20 1:33
-20.510299,-51.7864,Travel Dispatch,2021/10/20 18:15,2021/10/20 18:15
-20.511533,-51.787133,Engine stop,2021/10/20 18:19,2021/10/20 18:19
-20.510666,-51.786366,End of movement,2021/10/20 18:35,2021/10/20 18:35
-20.504833,-51.785066,Daily Data,2021/10/21 1:01,2021/10/21 1:01
-20.5084,-51.778966,Daily Data,2021/10/21 1:04,2021/10/21 1:04
-20.508232,-51.787133,Daily Data,2021/10/21 1:05,2021/10/21 1:05
-20.5064,-51.777367,Daily Data,2021/10/21 1:22,2021/10/21 1:22
-20.5096,-51.784766,Daily Data,2021/10/21 1:34,2021/10/21 1:34
-20.508932,-51.782233,Travel Dispatch,2021/10/21 8:03,2021/10/21 8:03
-20.509333,-51.782367,Engine stop,2021/10/21 8:04,2021/10/21 8:04
-20.509799,-51.775732,End of movement,2021/10/21 8:46,2021/10/21 8:46
-20.512367,-51.778966,Travel Dispatch,2021/10/21 9:44,2021/10/21 9:44
-20.504966,-51.7769,Engine stop,2021/10/21 10:03,2021/10/21 10:03
-20.505,-51.776833,End of movement,2021/10/21 10:10,2021/10/21 10:10
-20.511599,-51.776667,Travel Dispatch,2021/10/21 16:31,2021/10/21 16:31
-20.507632,-51.7763,Engine stop,2021/10/21 16:42,2021/10/21 16:42
-20.507632,-51.7763,End of movement,2021/10/21 16:48,2021/10/21 16:48
-20.508333,-51.776166,Daily Data,2021/10/22 1:02,2021/10/22 1:02
-20.5096,-51.777433,Daily Data,2021/10/22 1:05,2021/10/22 1:05
-20.507999,-51.7764,Daily Data,2021/10/22 1:06,2021/10/22 1:06
-20.504867,-51.7775,Daily Data,2021/10/22 1:23,2021/10/22 1:23
-20.507733,-51.778599,Daily Data,2021/10/22 1:35,2021/10/22 1:35
-20.511332,-51.777,Travel Dispatch,2021/10/22 3:38,2021/10/22 3:38
-20.511733,-51.776733,End of movement,2021/10/22 3:48,2021/10/22 3:48
-20.511699,-51.776766,Engine stop,2021/10/22 3:54,2021/10/22 3:54
-21.010533,-52.470233,Travel Dispatch,2021/11/18 22:00,2021/11/18 22:00
-21.005433,-52.469933,End of movement,2021/11/18 22:16,2021/11/18 22:16
-21.012333,-52.4708,Travel Dispatch,2021/11/18 22:35,2021/11/18 22:35
-21.005566,-52.469867,End of movement,2021/11/18 22:51,2021/11/18 22:51
-21.013099,-52.471466,Travel Dispatch,2021/11/18 23:09,2021/11/18 23:09
-21.011733,-52.472199,End of movement,2021/11/18 23:19,2021/11/18 23:19
-21.004666,-52.470499,Engine stop,2021/11/18 23:50,2021/11/18 23:50
-21.0088,-52.471332,Daily Data,2021/11/19 1:05,2021/11/19 1:05
-21.008699,-52.4714,Engine stop,2021/11/19 1:11,2021/11/19 1:11
-21.009133,-52.4707,Daily Data,2021/11/19 1:17,2021/11/19 1:17
-21.005066,-52.470266,Daily Data,2021/11/19 1:30,2021/11/19 1:30
-21.011466,-52.4721,Daily Data,2021/11/19 1:33,2021/11/19 1:33
-21.004966,-52.470066,Daily Data,2021/11/19 1:34,2021/11/19 1:34
-21.0044,-52.470233,Engine stop,2021/11/19 10:17,2021/11/19 10:17
-21.007466,-52.469266,Engine stop,2021/11/19 10:17,2021/11/19 10:17
-21.007066,-52.469933,Travel Dispatch,2021/11/19 16:15,2021/11/19 16:15
-21.007066,-52.469966,End of movement,2021/11/19 16:25,2021/11/19 16:25
-21.007066,-52.4719,Travel Dispatch,2021/11/19 20:01,2021/11/19 20:01
-21.006966,-52.471933,End of movement,2021/11/19 20:11,2021/11/19 20:11
-21.0063,-52.4715,Daily Data,2021/11/20 1:06,2021/11/20 1:06
-21.005132,-52.471366,Daily Data,2021/11/20 1:18,2021/11/20 1:18
-21.006432,-52.470366,Daily Data,2021/11/20 1:31,2021/11/20 1:31
-21.0095,-52.472032,Daily Data,2021/11/20 1:34,2021/11/20 1:34
-21.004199,-52.470033,Daily Data,2021/11/20 1:35,2021/11/20 1:35
-20.512833,-51.774933,Travel Dispatch,2021/10/22 9:24,2021/10/22 9:24
-20.515,-51.7745,Engine stop,2021/10/22 9:31,2021/10/22 9:31
-20.514966,-51.7745,End of movement,2021/10/22 9:43,2021/10/22 9:43
-20.5138,-51.777666,Daily Data,2021/10/23 1:03,2021/10/23 1:03
-20.513932,-51.778099,Daily Data,2021/10/23 1:06,2021/10/23 1:06
-20.512799,-51.775433,Daily Data,2021/10/23 1:07,2021/10/23 1:07
-20.513733,-51.775266,Daily Data,2021/10/23 1:24,2021/10/23 1:24
-20.504566,-51.777799,Daily Data,2021/10/23 1:36,2021/10/23 1:36
