LAT.,LONG.,Event,Transmit T,GPS Time
-20.682632,-52.096599,Daily Data,2021/12/24 1:10,2021/12/24 1:10
-20.4789,-51.785966,Travel Dispatch,2021/09/19 13:14,2021/09/19 13:14
-20.692632,-52.099833,Daily Data,2021/12/24 1:15,2021/12/24 1:15
-20.690833,-52.100966,Daily Data,2021/12/25 7:46,2021/12/24 20:55
-20.684833,-52.095599,Daily Data,2021/12/25 7:52,2021/12/24 20:56
-20.687333,-52.100999,Travel Dispatch,2021/12/25 22:20,2021/12/25 22:20
-20.687266,-52.100933,End of movement,2021/12/25 22:30,2021/12/25 22:30
-20.687032,-52.1009,Engine stop,2021/12/25 22:57,2021/12/25 22:57
-20.683433,-52.097066,Daily Data,2021/12/26 1:12,2021/12/26 1:12
-20.685333,-52.100399,Daily Data,2021/12/26 1:17,2021/12/26 1:17
-20.685933,-52.098266,Daily Data,2021/12/27 1:13,2021/12/27 1:13
-20.6875,-52.102032,Daily Data,2021/12/27 1:18,2021/12/27 1:18
-20.689566,-52.104733,Travel Dispatch,2021/12/27 7:34,2021/12/27 7:34
-20.689633,-52.104733,End of movement,2021/12/27 7:53,2021/12/27 7:53
-20.6919,-52.110533,Travel Dispatch,2021/12/27 15:38,2021/12/27 15:38
-20.692833,-52.114199,End of movement,2021/12/27 15:48,2021/12/27 15:48
-20.6925,-52.112933,Engine stop,2021/12/27 18:10,2021/12/27 18:10
-20.694466,-52.108099,Engine stop,2021/12/27 21:22,2021/12/27 21:22
-20.694699,-52.109,Daily Data,2021/12/28 1:14,2021/12/28 1:14
-20.692833,-52.113033,Daily Data,2021/12/28 1:19,2021/12/28 1:19
-20.694433,-52.111533,Daily Data,2021/12/29 1:15,2021/12/29 1:15
-20.694,-52.113533,Daily Data,2021/12/29 1:20,2021/12/29 1:20
-20.697566,-52.114333,Travel Dispatch,2021/12/29 8:05,2021/12/29 8:05
-20.697967,-52.115299,End of movement,2021/12/29 8:15,2021/12/29 8:15
-20.697299,-52.1114,Daily Data,2021/12/30 1:16,2021/12/30 1:16
-20.698599,-52.112266,Daily Data,2021/12/30 1:21,2021/12/30 1:21
-20.695866,-52.1057,Travel Dispatch,2021/12/30 19:37,2021/12/30 19:37
-20.696799,-52.105166,End of movement,2021/12/30 19:47,2021/12/30 19:47
-20.697166,-52.106566,Daily Data,2021/12/31 1:17,2021/12/31 1:17
-20.696733,-52.108033,Daily Data,2021/12/31 1:22,2021/12/31 1:22
-21.119167,-52.286667,Daily Data,2022/01/09 1:10,2022/01/09 1:10
-21.116766,-52.289,Daily Data,2022/01/09 1:22,2022/01/09 1:22
-21.092733,-52.300467,Daily Data,2022/01/09 1:31,2022/01/09 1:31
-21.119033,-52.285433,Daily Data,2022/01/09 1:35,2022/01/09 1:35
-21.1226,-52.288466,Daily Data,2022/01/09 1:38,2022/01/09 1:38
-21.116699,-52.2895,Daily Data,2022/01/09 1:39,2022/01/09 1:39
-21.1014,-52.280266,Travel Dispatch,2022/01/09 8:31,2022/01/09 8:31
-21.095366,-52.292632,Engine start,2022/01/09 8:46,2022/01/09 8:46
-21.0958,-52.292433,End of movement,2022/01/09 8:54,2022/01/09 8:54
-21.120599,-52.286199,Daily Data,2022/01/10 1:11,2022/01/10 1:11
-21.117933,-52.290433,Daily Data,2022/01/10 1:23,2022/01/10 1:23
-21.097266,-52.293466,Daily Data,2022/01/10 1:27,2022/01/10 1:27
-21.093533,-52.299433,Daily Data,2022/01/10 1:32,2022/01/10 1:32
-21.119966,-52.287466,Daily Data,2022/01/10 1:36,2022/01/10 1:36
-21.120132,-52.291067,Daily Data,2022/01/10 1:39,2022/01/10 1:39
-21.118633,-52.288866,Daily Data,2022/01/10 1:40,2022/01/10 1:40
-20.695866,-52.1046,Travel Dispatch,2021/12/31 7:06,2021/12/31 7:06
-20.695866,-52.104532,End of movement,2021/12/31 7:24,2021/12/31 7:24
-20.697799,-52.107866,Daily Data,2022/01/01 7:55,2021/12/31 20:38
-20.697199,-52.105399,Daily Data,2022/01/01 7:05,2021/12/31 20:49
-20.6983,-52.108133,Daily Data,2022/01/02 1:19,2022/01/02 1:19
-20.6983,-52.105266,Daily Data,2022/01/02 1:24,2022/01/02 1:24
-20.704066,-52.114766,Travel Dispatch,2022/01/02 8:45,2022/01/02 8:45
-20.705732,-52.118366,End of movement,2022/01/02 8:55,2022/01/02 8:55
-20.707133,-52.119532,Engine stop,2022/01/02 12:13,2022/01/02 12:13
-20.703633,-52.114133,Travel Dispatch,2022/01/02 15:44,2022/01/02 15:44
-20.705467,-52.117866,End of movement,2022/01/02 15:54,2022/01/02 15:54
-20.705533,-52.118333,Engine stop,2022/01/02 16:43,2022/01/02 16:43
-20.707233,-52.118266,Daily Data,2022/01/03 1:20,2022/01/03 1:20
-20.707399,-52.1183,Daily Data,2022/01/03 1:25,2022/01/03 1:25
-20.707166,-52.120499,Daily Data,2022/01/04 1:21,2022/01/04 1:21
-20.705999,-52.120433,Daily Data,2022/01/04 1:26,2022/01/04 1:26
-20.702466,-52.118366,Daily Data,2022/01/05 1:22,2022/01/05 1:22
-20.702899,-52.119,Daily Data,2022/01/05 1:27,2022/01/05 1:27
-20.702166,-52.1209,Daily Data,2022/01/06 1:23,2022/01/06 1:23
-20.701533,-52.120266,Daily Data,2022/01/06 1:28,2022/01/06 1:28
-20.698133,-52.115866,Engine stop,2022/01/06 19:19,2022/01/06 19:19
-20.696733,-52.115666,Travel Dispatch,2022/01/06 21:27,2022/01/06 21:27
-20.696099,-52.115467,End of movement,2022/01/06 21:37,2022/01/06 21:37
-20.698266,-52.116466,Daily Data,2022/01/07 1:24,2022/01/07 1:24
-20.698333,-52.117433,Daily Data,2022/01/07 1:29,2022/01/07 1:29
-20.696466,-52.115999,Travel Dispatch,2022/01/07 18:44,2022/01/07 18:44
-20.694466,-52.1145,End of movement,2022/01/07 18:54,2022/01/07 18:54
-20.698099,-52.117333,Daily Data,2022/01/08 1:25,2022/01/08 1:25
-20.6946,-52.1151,Daily Data,2022/01/08 1:30,2022/01/08 1:30
-20.694266,-52.115132,Engine stop,2022/01/08 3:00,2022/01/08 3:00
-20.699833,-52.122967,Daily Data,2022/01/09 1:30,2022/01/09 1:30
-20.705132,-52.124,Travel Dispatch,2022/01/09 5:57,2022/01/09 5:57
-20.479033,-51.785933,End of movement,2021/09/19 13:24,2021/09/19 13:24
-20.483866,-51.785033,Travel Dispatch,2021/09/19 16:27,2021/09/19 16:27
-20.484167,-51.784699,Engine stop,2021/09/19 16:29,2021/09/19 16:29
-20.483466,-51.785467,End of movement,2021/09/19 16:46,2021/09/19 16:46
-20.484133,-51.784699,Engine stop,2021/09/19 17:16,2021/09/19 17:16
-20.483433,-51.782566,Travel Dispatch,2021/09/19 18:50,2021/09/19 18:50
-20.4834,-51.782266,End of movement,2021/09/19 19:00,2021/09/19 19:00
-20.478966,-51.786099,Daily Data,2021/09/20 1:03,2021/09/20 1:03
-20.483466,-51.7864,Daily Data,2021/09/20 1:16,2021/09/20 1:16
-20.482899,-51.783466,Daily Data,2021/09/20 1:19,2021/09/20 1:19
-20.483533,-51.786133,Daily Data,2021/09/20 1:20,2021/09/20 1:20
-20.478533,-51.786633,Daily Data,2021/09/20 1:37,2021/09/20 1:37
-20.482933,-51.782233,Engine start,2021/09/20 12:47,2021/09/20 12:47
-20.492466,-51.779799,Travel Dispatch,2021/09/20 14:23,2021/09/20 14:23
-20.4932,-51.779666,Engine stop,2021/09/20 14:28,2021/09/20 14:28
-20.4933,-51.779699,End of movement,2021/09/20 14:52,2021/09/20 14:52
-20.493466,-51.779566,Travel Dispatch,2021/09/20 16:35,2021/09/20 16:35
-20.496667,-51.778766,End of movement,2021/09/20 16:45,2021/09/20 16:45
-20.4844,-51.785566,Travel Dispatch,2021/09/20 17:46,2021/09/20 17:46
-20.482833,-51.785499,Engine stop,2021/09/20 17:54,2021/09/20 17:54
-20.482833,-51.785533,End of movement,2021/09/20 17:56,2021/09/20 17:56
-20.499266,-51.778333,Engine stop,2021/09/20 18:40,2021/09/20 18:40
-20.4794,-51.787533,Daily Data,2021/09/21 1:04,2021/09/21 1:04
-20.5,-51.778499,Daily Data,2021/09/21 1:17,2021/09/21 1:17
-20.48,-51.786599,Daily Data,2021/09/21 1:20,2021/09/21 1:20
-20.502,-51.779299,Daily Data,2021/09/21 1:21,2021/09/21 1:21
-20.481233,-51.785467,Daily Data,2021/09/21 1:38,2021/09/21 1:38
-20.502299,-51.779633,Travel Dispatch,2021/09/21 8:54,2021/09/21 8:54
-20.502133,-51.781332,End of movement,2021/09/21 9:07,2021/09/21 9:07
-20.502199,-51.781366,Engine start,2021/09/21 10:05,2021/09/21 10:05
-20.493133,-51.779633,Travel Dispatch,2021/09/21 15:53,2021/09/21 15:53
-20.495566,-51.779167,End of movement,2021/09/21 16:03,2021/09/21 16:03
-21.119666,-52.291067,Travel Dispatch,2022/01/10 6:03,2022/01/10 6:03
-21.119699,-52.291199,End of movement,2022/01/10 6:13,2022/01/10 6:13
-21.12,-52.290266,Travel Dispatch,2022/01/10 6:37,2022/01/10 6:37
-21.119899,-52.290366,End of movement,2022/01/10 6:47,2022/01/10 6:47
-20.488033,-51.780866,Travel Dispatch,2021/09/21 16:06,2021/09/21 16:06
-20.494666,-51.779233,Engine stop,2021/09/21 16:17,2021/09/21 16:17
-20.495599,-51.779233,Engine stop,2021/09/21 16:21,2021/09/21 16:21
-20.497166,-51.778699,End of movement,2021/09/21 16:52,2021/09/21 16:52
-20.496733,-51.779066,Daily Data,2021/09/22 1:05,2021/09/22 1:05
-20.501866,-51.781667,Daily Data,2021/09/22 1:18,2021/09/22 1:18
-20.480266,-51.785732,Daily Data,2021/09/22 1:21,2021/09/22 1:21
-20.501933,-51.781432,Daily Data,2021/09/22 1:22,2021/09/22 1:22
-20.4964,-51.7796,Daily Data,2021/09/22 1:39,2021/09/22 1:39
-20.501166,-51.778066,Daily Data,2021/09/23 1:06,2021/09/23 1:06
-20.500366,-51.782433,Daily Data,2021/09/23 1:19,2021/09/23 1:19
-20.481533,-51.784699,Daily Data,2021/09/23 1:22,2021/09/23 1:22
-20.501233,-51.781366,Daily Data,2021/09/23 1:23,2021/09/23 1:23
-20.497799,-51.779033,Daily Data,2021/09/23 1:40,2021/09/23 1:40
-20.4946,-51.779299,Travel Dispatch,2021/09/23 4:14,2021/09/23 4:14
-20.501533,-51.7809,End of movement,2021/09/23 4:34,2021/09/23 4:34
-20.501766,-51.780833,Engine stop,2021/09/23 6:04,2021/09/23 6:04
-20.500533,-51.779066,Daily Data,2021/09/24 1:07,2021/09/24 1:07
-20.5,-51.781099,Daily Data,2021/09/24 1:20,2021/09/24 1:20
-20.499966,-51.782466,Daily Data,2021/09/24 1:23,2021/09/24 1:23
-20.500966,-51.780266,Daily Data,2021/09/24 1:24,2021/09/24 1:24
-20.497733,-51.779633,Daily Data,2021/09/24 1:41,2021/09/24 1:41
-20.498666,-51.778499,Daily Data,2021/09/25 1:08,2021/09/25 1:08
-20.499233,-51.780833,Daily Data,2021/09/25 1:21,2021/09/25 1:21
-20.498599,-51.782999,Daily Data,2021/09/25 1:24,2021/09/25 1:24
-20.499,-51.7809,Daily Data,2021/09/25 1:25,2021/09/25 1:25
-20.497933,-51.780366,Daily Data,2021/09/25 1:42,2021/09/25 1:42
-20.492533,-51.783433,Travel Dispatch,2021/09/25 9:41,2021/09/25 9:41
-21.019299,-52.450266,End of movement,2021/11/09 21:12,2021/11/09 21:12
-21.020732,-52.447899,Engine stop,2021/11/10 1:00,2021/11/10 1:00
-21.012066,-52.476833,Daily Data,2021/11/10 1:08,2021/11/10 1:08
-21.025499,-52.448699,Daily Data,2021/11/10 1:21,2021/11/10 1:21
-21.020766,-52.447799,Daily Data,2021/11/10 1:24,2021/11/10 1:24
-21.0257,-52.448099,Daily Data,2021/11/10 1:25,2021/11/10 1:25
-21.020966,-52.448133,Daily Data,2021/11/10 1:42,2021/11/10 1:42
-21.019532,-52.4563,Travel Dispatch,2021/11/10 9:28,2021/11/10 9:28
-21.014699,-52.4607,Engine start,2021/11/10 9:34,2021/11/10 9:34
-21.014699,-52.460467,End of movement,2021/11/10 10:01,2021/11/10 10:01
-21.020499,-52.449167,Travel Dispatch,2021/11/11 1:06,2021/11/11 1:06
-21.020499,-52.449199,Daily Data,2021/11/11 1:09,2021/11/11 1:09
-21.020566,-52.449266,End of movement,2021/11/11 1:16,2021/11/11 1:16
-21.024699,-52.448599,Daily Data,2021/11/11 1:22,2021/11/11 1:22
-21.022399,-52.447566,Daily Data,2021/11/11 1:25,2021/11/11 1:25
-21.025599,-52.450233,Daily Data,2021/11/11 1:26,2021/11/11 1:26
-21.020399,-52.449199,Daily Data,2021/11/11 1:43,2021/11/11 1:43
-21.021866,-52.450366,Engine stop,2021/11/11 3:03,2021/11/11 3:03
-21.020166,-52.450233,Daily Data,2021/11/12 1:10,2021/11/12 1:10
-21.023699,-52.4526,Daily Data,2021/11/12 1:23,2021/11/12 1:23
-21.023166,-52.448466,Daily Data,2021/11/12 1:26,2021/11/12 1:26
-21.024233,-52.4515,Daily Data,2021/11/12 1:27,2021/11/12 1:27
-21.0209,-52.451133,Daily Data,2021/11/12 1:44,2021/11/12 1:44
-21.015266,-52.456067,Travel Dispatch,2021/11/13 0:58,2021/11/13 0:58
-21.015233,-52.456166,End of movement,2021/11/13 1:08,2021/11/13 1:08
-21.017933,-52.452466,Daily Data,2021/11/13 1:11,2021/11/13 1:11
-21.016799,-52.454933,Daily Data,2021/11/13 1:24,2021/11/13 1:24
-21.021233,-52.452833,Daily Data,2021/11/13 1:27,2021/11/13 1:27
-21.0151,-52.456366,Daily Data,2021/11/13 1:28,2021/11/13 1:28
-21.0182,-52.451332,Daily Data,2021/11/13 1:45,2021/11/13 1:45
-21.016067,-52.4552,Travel Dispatch,2021/11/13 2:51,2021/11/13 2:51
-21.016667,-52.454,End of movement,2021/11/13 3:01,2021/11/13 3:01
-20.491699,-51.782833,Engine stop,2021/09/25 9:49,2021/09/25 9:49
-20.491667,-51.782799,End of movement,2021/09/25 10:00,2021/09/25 10:00
-20.497933,-51.7814,Daily Data,2021/09/26 1:09,2021/09/26 1:09
-20.496099,-51.7814,Daily Data,2021/09/26 1:22,2021/09/26 1:22
-20.497299,-51.782866,Daily Data,2021/09/26 1:25,2021/09/26 1:25
-20.498333,-51.781866,Daily Data,2021/09/26 1:26,2021/09/26 1:26
-20.497,-51.779867,Daily Data,2021/09/26 1:43,2021/09/26 1:43
-20.493133,-51.7825,Travel Dispatch,2021/09/26 16:57,2021/09/26 16:57
-20.493066,-51.782367,End of movement,2021/09/26 17:07,2021/09/26 17:07
-20.492166,-51.782199,Engine stop,2021/09/26 18:56,2021/09/26 18:56
-20.4858,-51.781533,Travel Dispatch,2021/09/26 19:37,2021/09/26 19:37
-20.4858,-51.7815,Engine start,2021/09/26 19:47,2021/09/26 19:47
-20.485833,-51.7815,End of movement,2021/09/26 19:47,2021/09/26 19:47
-20.487666,-51.780999,Travel Dispatch,2021/09/26 20:27,2021/09/26 20:27
-20.485499,-51.787399,End of movement,2021/09/26 20:46,2021/09/26 20:46
-20.485499,-51.787399,Engine stop,2021/09/26 20:47,2021/09/26 20:47
-20.487899,-51.796599,Travel Dispatch,2021/09/26 21:24,2021/09/26 21:24
-20.487733,-51.7963,End of movement,2021/09/26 21:34,2021/09/26 21:34
-20.487999,-51.7969,Engine stop,2021/09/27 0:07,2021/09/27 0:07
-20.4915,-51.782333,Daily Data,2021/09/27 1:10,2021/09/27 1:10
-20.4864,-51.789299,Daily Data,2021/09/27 1:23,2021/09/27 1:23
-20.488033,-51.796633,Daily Data,2021/09/27 1:26,2021/09/27 1:26
-20.490533,-51.782133,Daily Data,2021/09/27 1:27,2021/09/27 1:27
-20.4933,-51.787833,Daily Data,2021/09/27 1:44,2021/09/27 1:44
-20.488166,-51.780866,Travel Dispatch,2021/09/27 2:59,2021/09/27 2:59
-20.4896,-51.788699,End of movement,2021/09/27 3:22,2021/09/27 3:22
-20.493133,-51.788866,Engine stop,2021/09/27 9:33,2021/09/27 9:33
-20.4919,-51.790633,Daily Data,2021/09/28 1:11,2021/09/28 1:11
-21.012233,-52.457032,Engine stop,2021/11/13 6:28,2021/11/13 6:28
-20.487899,-51.789799,Daily Data,2021/09/28 1:24,2021/09/28 1:24
-20.49,-51.798866,Daily Data,2021/09/28 1:27,2021/09/28 1:27
-20.488866,-51.789867,Daily Data,2021/09/28 1:28,2021/09/28 1:28
-20.416766,-51.721533,Daily Data,2021/12/11 1:06,2021/12/11 1:06
-20.417133,-51.722632,Daily Data,2021/12/11 1:09,2021/12/11 1:09
-20.418499,-51.7175,Daily Data,2021/12/11 1:10,2021/12/11 1:10
-20.4182,-51.718232,End of movement,2021/12/11 1:20,2021/12/11 1:20
-20.419666,-51.724,Daily Data,2021/12/11 1:27,2021/12/11 1:27
-20.417333,-51.721099,Daily Data,2021/12/11 1:39,2021/12/11 1:39
-20.418133,-51.718266,Engine stop,2021/12/11 2:14,2021/12/11 2:14
-20.419333,-51.715866,Daily Data,2021/12/12 1:07,2021/12/12 1:07
-20.417833,-51.725467,Daily Data,2021/12/12 1:10,2021/12/12 1:10
-20.419532,-51.7159,Daily Data,2021/12/12 1:11,2021/12/12 1:11
-20.420566,-51.723366,Daily Data,2021/12/12 1:28,2021/12/12 1:28
-20.4177,-51.719566,Daily Data,2021/12/12 1:40,2021/12/12 1:40
-20.419966,-51.719633,Engine stop,2021/12/12 15:57,2021/12/12 15:57
-20.420499,-51.716099,Daily Data,2021/12/13 1:08,2021/12/13 1:08
-20.420866,-51.723733,Daily Data,2021/12/13 1:11,2021/12/13 1:11
-20.420266,-51.715433,Daily Data,2021/12/13 1:12,2021/12/13 1:12
-20.4195,-51.7202,Daily Data,2021/12/13 1:29,2021/12/13 1:29
-20.420066,-51.718966,Daily Data,2021/12/13 1:41,2021/12/13 1:41
-20.419666,-51.718932,Travel Dispatch,2021/12/13 6:27,2021/12/13 6:27
-20.422133,-51.708099,End of movement,2021/12/13 6:50,2021/12/13 6:50
-20.420132,-51.716199,Travel Dispatch,2021/12/13 7:08,2021/12/13 7:08
-20.421466,-51.709633,End of movement,2021/12/13 7:24,2021/12/13 7:24
-20.421366,-51.711199,Engine stop,2021/12/13 7:30,2021/12/13 7:30
-20.422299,-51.707899,Engine stop,2021/12/13 7:41,2021/12/13 7:41
-21.1196,-52.291766,Engine stop,2022/01/10 8:42,2022/01/10 8:42
-21.119532,-52.292866,Engine stop,2022/01/10 8:53,2022/01/10 8:53
-21.0996,-52.290366,Travel Dispatch,2022/01/10 12:15,2022/01/10 12:15
-20.4925,-51.788033,Daily Data,2021/09/28 1:45,2021/09/28 1:45
-21.0995,-52.290266,End of movement,2022/01/10 12:25,2022/01/10 12:25
-21.1196,-52.293567,Travel Dispatch,2022/01/10 12:54,2022/01/10 12:54
-21.1208,-52.294966,End of movement,2022/01/10 13:04,2022/01/10 13:04
-21.099466,-52.290233,Engine stop,2022/01/10 13:44,2022/01/10 13:44
-21.011533,-52.457166,Travel Dispatch,2021/11/13 8:10,2021/11/13 8:10
-21.010633,-52.457199,End of movement,2021/11/13 8:20,2021/11/13 8:20
-21.015833,-52.454633,Engine stop,2021/11/13 8:32,2021/11/13 8:32
-21.016799,-52.4576,Engine start,2021/11/13 17:21,2021/11/13 17:21
-20.420766,-51.711667,Travel Dispatch,2021/12/13 8:02,2021/12/13 8:02
-20.4221,-51.708433,End of movement,2021/12/13 8:19,2021/12/13 8:19
-20.421533,-51.709899,Engine stop,2021/12/13 8:43,2021/12/13 8:43
-21.012166,-52.457399,Daily Data,2021/11/14 1:00,2021/11/14 1:00
-20.422733,-51.706699,Engine stop,2021/12/13 11:08,2021/12/13 11:08
-20.420666,-51.711533,Daily Data,2021/12/14 1:09,2021/12/14 1:09
-20.421933,-51.708599,Daily Data,2021/12/14 1:12,2021/12/14 1:12
-20.422967,-51.712066,Daily Data,2021/12/14 1:13,2021/12/14 1:13
-20.422967,-51.707833,Daily Data,2021/12/14 1:30,2021/12/14 1:30
-20.423433,-51.706799,Daily Data,2021/12/14 1:42,2021/12/14 1:42
-20.420499,-51.712399,Daily Data,2021/12/15 1:10,2021/12/15 1:10
-20.422032,-51.708499,Daily Data,2021/12/15 1:13,2021/12/15 1:13
-20.422299,-51.712967,Daily Data,2021/12/15 1:14,2021/12/15 1:14
-20.424266,-51.716966,Daily Data,2021/12/15 1:31,2021/12/15 1:31
-20.4234,-51.7057,Daily Data,2021/12/15 1:43,2021/12/15 1:43
-20.423533,-51.7177,Travel Dispatch,2021/12/15 7:44,2021/12/15 7:44
-20.420266,-51.726566,End of movement,2021/12/15 8:06,2021/12/15 8:06
-20.421432,-51.723266,Engine stop,2021/12/15 8:20,2021/12/15 8:20
-20.423133,-51.718966,Travel Dispatch,2021/12/15 18:09,2021/12/15 18:09
-20.422799,-51.719867,Engine stop,2021/12/15 18:13,2021/12/15 18:13
-20.422799,-51.719867,End of movement,2021/12/15 18:19,2021/12/15 18:19
-20.417766,-51.733366,Travel Dispatch,2021/12/15 18:58,2021/12/15 18:58
-20.420266,-51.726699,Travel Dispatch,2021/12/15 19:01,2021/12/15 19:01
-20.418766,-51.734532,End of movement,2021/12/15 19:08,2021/12/15 19:08
-20.422133,-51.7359,End of movement,2021/12/15 19:27,2021/12/15 19:27
-20.418666,-51.734433,Engine stop,2021/12/15 19:29,2021/12/15 19:29
-20.419799,-51.727833,Travel Dispatch,2021/12/15 21:49,2021/12/15 21:49
-20.421266,-51.7357,Engine stop,2021/12/15 22:04,2021/12/15 22:04
-21.121099,-52.295467,Engine stop,2022/01/10 13:51,2022/01/10 13:51
-21.1138,-52.289466,Travel Dispatch,2022/01/10 16:16,2022/01/10 16:16
-21.111533,-52.293166,End of movement,2022/01/10 16:26,2022/01/10 16:26
-21.112466,-52.291533,Engine stop,2022/01/10 17:42,2022/01/10 17:42
-21.117666,-52.292066,Daily Data,2022/01/11 1:12,2022/01/11 1:12
-21.117766,-52.293033,Daily Data,2022/01/11 1:24,2022/01/11 1:24
-21.103466,-52.286067,Daily Data,2022/01/11 1:28,2022/01/11 1:28
-21.100966,-52.291332,Daily Data,2022/01/11 1:33,2022/01/11 1:33
-21.114,-52.290233,Daily Data,2022/01/11 1:37,2022/01/11 1:37
-21.104799,-52.286966,Travel Dispatch,2022/01/11 1:38,2022/01/11 1:38
-21.120732,-52.295533,Daily Data,2022/01/11 1:40,2022/01/11 1:40
-21.112566,-52.291432,Daily Data,2022/01/11 1:41,2022/01/11 1:41
-20.492666,-51.789333,Daily Data,2021/09/29 1:00,2021/09/29 1:00
-20.4909,-51.789033,Daily Data,2021/09/29 1:12,2021/09/29 1:12
-20.487833,-51.791099,Daily Data,2021/09/29 1:25,2021/09/29 1:25
-20.491699,-51.798166,Daily Data,2021/09/29 1:28,2021/09/29 1:28
-20.489099,-51.790966,Daily Data,2021/09/29 1:29,2021/09/29 1:29
-20.489033,-51.791966,Travel Dispatch,2021/09/29 6:42,2021/09/29 6:42
-20.489033,-51.792032,End of movement,2021/09/29 6:52,2021/09/29 6:52
-20.489167,-51.7927,Engine stop,2021/09/29 8:04,2021/09/29 8:04
-20.491933,-51.791099,Travel Dispatch,2021/09/29 19:49,2021/09/29 19:49
-20.491766,-51.791533,Engine stop,2021/09/29 19:49,2021/09/29 19:49
-20.491799,-51.7915,End of movement,2021/09/29 19:59,2021/09/29 19:59
-20.491099,-51.790233,Daily Data,2021/09/30 1:01,2021/09/30 1:01
-20.489699,-51.789133,Daily Data,2021/09/30 1:13,2021/09/30 1:13
-20.490299,-51.7926,Daily Data,2021/09/30 1:26,2021/09/30 1:26
-20.490299,-51.7971,Daily Data,2021/09/30 1:29,2021/09/30 1:29
-20.489666,-51.790166,Daily Data,2021/09/30 1:30,2021/09/30 1:30
-20.490266,-51.797,Travel Dispatch,2021/09/30 17:35,2021/09/30 17:35
-20.489733,-51.798832,Engine stop,2021/09/30 17:41,2021/09/30 17:41
-20.489899,-51.798567,End of movement,2021/09/30 18:01,2021/09/30 18:01
-20.491599,-51.797066,Daily Data,2021/10/01 1:02,2021/10/01 1:02
-21.104466,-52.286933,End of movement,2022/01/11 1:48,2022/01/11 1:48
-21.104966,-52.287433,Engine stop,2022/01/11 3:03,2022/01/11 3:03
-21.117833,-52.294233,Travel Dispatch,2022/01/11 6:30,2022/01/11 6:30
-21.117632,-52.292032,End of movement,2022/01/11 6:45,2022/01/11 6:45
-21.116799,-52.293232,Daily Data,2022/01/12 1:13,2022/01/12 1:13
-21.1164,-52.292133,Daily Data,2022/01/12 1:25,2022/01/12 1:25
-21.104033,-52.287766,Daily Data,2022/01/12 1:29,2022/01/12 1:29
-21.1038,-52.289833,Daily Data,2022/01/12 1:34,2022/01/12 1:34
-21.115266,-52.296667,Daily Data,2022/01/12 1:38,2022/01/12 1:38
-21.119833,-52.295599,Daily Data,2022/01/12 1:41,2022/01/12 1:41
-21.115732,-52.297199,Daily Data,2022/01/12 1:42,2022/01/12 1:42
-21.113932,-52.2913,Daily Data,2022/01/13 1:14,2022/01/13 1:14
-21.113033,-52.2919,Daily Data,2022/01/13 1:26,2022/01/13 1:26
-21.111799,-52.292566,Travel Dispatch,2022/01/13 1:29,2022/01/13 1:29
-21.105467,-52.289966,Daily Data,2022/01/13 1:30,2022/01/13 1:30
-21.105166,-52.293966,Daily Data,2022/01/13 1:35,2022/01/13 1:35
-21.116633,-52.297632,Daily Data,2022/01/13 1:39,2022/01/13 1:39
-21.113433,-52.295132,End of movement,2022/01/13 1:39,2022/01/13 1:39
-21.113433,-52.2951,Daily Data,2022/01/13 1:42,2022/01/13 1:42
-21.116933,-52.298266,Daily Data,2022/01/13 1:43,2022/01/13 1:43
-21.1107,-52.293099,Travel Dispatch,2022/01/13 16:12,2022/01/13 16:12
-21.107733,-52.290266,End of movement,2022/01/13 16:22,2022/01/13 16:22
-21.1119,-52.2938,Engine stop,2022/01/13 16:28,2022/01/13 16:28
-21.107899,-52.290299,Engine stop,2022/01/13 16:32,2022/01/13 16:32
-21.108633,-52.291033,Travel Dispatch,2022/01/13 20:54,2022/01/13 20:54
-21.108266,-52.289933,End of movement,2022/01/13 21:04,2022/01/13 21:04
-21.107899,-52.290433,Engine stop,2022/01/13 23:24,2022/01/13 23:24
-21.105132,-52.296599,Travel Dispatch,2022/01/14 0:11,2022/01/14 0:11
-21.103366,-52.302799,End of movement,2022/01/14 0:28,2022/01/14 0:28
-21.102833,-52.3025,Engine stop,2022/01/14 1:12,2022/01/14 1:12
-21.109299,-52.2875,Daily Data,2022/01/14 1:15,2022/01/14 1:15
-21.107899,-52.290433,Daily Data,2022/01/14 1:27,2022/01/14 1:27
-20.4902,-51.795933,Daily Data,2021/10/01 1:14,2021/10/01 1:14
-20.489299,-51.793366,Daily Data,2021/10/01 1:27,2021/10/01 1:27
-20.495566,-51.792899,Daily Data,2021/10/01 1:30,2021/10/01 1:30
-20.486366,-51.791033,Daily Data,2021/10/01 1:31,2021/10/01 1:31
-20.497,-51.791233,Travel Dispatch,2021/10/01 6:02,2021/10/01 6:02
-20.496466,-51.791432,End of movement,2021/10/01 6:12,2021/10/01 6:12
-20.497533,-51.793066,Engine stop,2021/10/01 14:59,2021/10/01 14:59
-20.500066,-51.801033,Travel Dispatch,2021/10/01 17:08,2021/10/01 17:08
-20.500132,-51.801099,End of movement,2021/10/01 17:18,2021/10/01 17:18
-20.5008,-51.796199,Travel Dispatch,2021/10/01 21:01,2021/10/01 21:01
-20.5009,-51.796133,End of movement,2021/10/01 21:11,2021/10/01 21:11
-20.501067,-51.7963,Daily Data,2021/10/02 1:03,2021/10/02 1:03
-20.490299,-51.795,Daily Data,2021/10/02 1:15,2021/10/02 1:15
