LAT.,LONG.,Transmit T,GPS Time
-3.166766,103.482199,2021/09/26 23:28,2021/09/26 23:28
-3.201599,103.503699,2021/09/26 23:28,2021/09/26 23:19
-3.201599,103.5038,2021/09/26 23:14,2021/09/26 23:05
-3.170732,103.484167,2021/09/26 23:13,2021/09/26 23:04
-3.169099,103.485,2021/09/26 23:07,2021/09/26 22:58
-3.190166,103.505132,2021/09/26 1:29,2021/09/26 1:29
-3.166199,103.482066,2021/09/26 1:35,2021/09/26 1:26
-3.200266,103.503033,2021/09/26 1:28,2021/09/26 1:19
-3.1696,103.484333,2021/09/26 1:15,2021/09/26 1:06
-3.2002,103.502933,2021/09/26 1:13,2021/09/26 1:04
-3.168499,103.4857,2021/09/26 1:12,2021/09/25 20:09
-3.190166,103.505132,2021/09/25 1:31,2021/09/25 1:22
-3.166933,103.481432,2021/09/25 1:28,2021/09/25 1:19
-3.199699,103.505599,2021/09/25 1:25,2021/09/25 1:16
-3.198966,103.502967,2021/09/25 1:19,2021/09/25 1:10
-3.169766,103.484199,2021/09/25 1:18,2021/09/25 1:09
-3.189066,103.506533,2021/09/24 1:27,2021/09/24 1:18
-3.167233,103.4809,2021/09/24 1:26,2021/09/24 1:17
-3.199699,103.505566,2021/09/24 1:24,2021/09/24 1:15
-3.201599,103.5038,2021/09/24 1:18,2021/09/24 1:09
-3.169633,103.484299,2021/09/24 1:16,2021/09/24 1:07
-3.189099,103.506566,2021/09/23 1:30,2021/09/23 1:21
-3.167199,103.480866,2021/09/23 1:29,2021/09/23 1:20
-3.201133,103.505633,2021/09/23 1:25,2021/09/23 1:16
-3.201599,103.5038,2021/09/23 1:15,2021/09/23 1:06
-3.169766,103.484233,2021/09/23 1:11,2021/09/23 1:02
-3.199699,103.505533,2021/09/22 8:02,2021/09/22 8:02
-3.167266,103.480866,2021/09/22 1:31,2021/09/22 1:22
-3.189033,103.5065,2021/09/22 1:29,2021/09/22 1:20
-3.199699,103.505599,2021/09/22 1:23,2021/09/22 1:14
-3.202233,103.503666,2021/09/22 1:14,2021/09/22 1:05
-3.169133,103.4846,2021/09/22 1:09,2021/09/22 0:29
-3.169299,103.484566,2021/09/22 1:07,2021/09/21 22:48
-3.169299,103.484566,2021/09/23 1:04,2021/09/21 22:48
-3.169299,103.484566,2021/09/24 1:06,2021/09/21 22:48
-3.169299,103.484566,2021/09/25 1:09,2021/09/21 22:48
-3.200599,103.5057,2021/09/21 12:18,2021/09/21 12:18
-3.199566,103.505633,2021/09/21 11:20,2021/09/21 11:20
-3.198932,103.502933,2021/09/21 7:56,2021/09/21 7:56
-3.189033,103.506466,2021/09/21 1:28,2021/09/21 1:19
-3.198932,103.502967,2021/09/21 1:07,2021/09/21 1:06
-3.169099,103.484933,2021/09/21 1:12,2021/09/21 1:03
-3.1669,103.4814,2021/09/21 1:25,2021/09/21 0:56
-3.2002,103.502999,2021/09/20 18:26,2021/09/20 18:26
-3.147,103.475566,2021/09/20 17:26,2021/09/20 17:26
-3.151533,103.475366,2021/09/20 15:39,2021/09/20 15:39
-3.189066,103.506466,2021/09/20 1:26,2021/09/20 1:17
-3.167666,103.480299,2021/09/20 1:24,2021/09/20 1:15
-3.168699,103.486033,2021/09/20 1:07,2021/09/20 1:06
-3.189066,103.5065,2021/09/19 23:22,2021/09/19 23:22
-3.168433,103.480499,2021/09/19 23:21,2021/09/19 23:21
-3.168699,103.486067,2021/09/19 23:06,2021/09/19 23:06
-3.189066,103.506466,2021/09/19 1:23,2021/09/19 1:14
-3.167666,103.480333,2021/09/19 1:21,2021/09/19 1:12
-3.169033,103.485166,2021/09/19 1:12,2021/09/19 1:03
-3.189066,103.5065,2021/09/18 1:21,2021/09/18 1:21
-3.167666,103.480299,2021/09/18 1:23,2021/09/18 1:14
-3.165666,103.4844,2021/09/18 1:08,2021/09/18 0:59
-3.165666,103.484333,2021/09/17 1:25,2021/09/17 1:16
-3.189033,103.506432,2021/09/17 1:22,2021/09/17 1:13
-3.165766,103.484466,2021/09/17 1:04,2021/09/17 0:35
-3.189933,103.505066,2021/09/16 10:50,2021/09/16 10:50
-3.167233,103.486699,2021/09/16 1:18,2021/09/16 1:18
-3.167466,103.486633,2021/09/16 1:03,2021/09/16 0:54
-3.166266,103.481733,2021/09/15 1:20,2021/09/15 1:11
-3.165633,103.484333,2021/09/15 1:02,2021/09/15 1:02
-3.1663,103.482199,2021/09/14 1:18,2021/09/14 1:09
-3.165633,103.484299,2021/09/14 1:07,2021/09/14 0:58
-3.168666,103.486533,2021/09/13 1:27,2021/09/13 1:18
-3.168633,103.486432,2021/09/13 1:24,2021/09/13 1:15
-3.165666,103.4844,2021/09/13 1:22,2021/09/13 1:13
-3.163699,103.482967,2021/09/13 1:05,2021/09/13 0:56
-3.163666,103.482933,2021/09/12 23:52,2021/09/12 23:43
-3.168666,103.486566,2021/09/12 23:24,2021/09/12 23:24
-3.168666,103.486466,2021/09/12 23:21,2021/09/12 23:12
-3.165666,103.484366,2021/09/12 23:18,2021/09/12 23:09
-3.1646,103.487367,2021/09/12 1:45,2021/09/12 1:35
-3.430732,103.532399,2021/09/12 1:28,2021/09/12 1:19
-3.168666,103.486466,2021/09/12 1:27,2021/09/12 1:18
-3.168633,103.486366,2021/09/12 1:21,2021/09/12 1:12
-3.4307,103.532466,2021/09/12 1:20,2021/09/12 1:11
-3.1657,103.484366,2021/09/12 1:15,2021/09/12 1:06
-3.164699,103.487399,2021/09/11 1:51,2021/09/11 1:42
-3.431233,103.531332,2021/09/11 1:30,2021/09/11 1:21
-3.168666,103.486432,2021/09/11 1:22,2021/09/11 1:13
-3.431133,103.531266,2021/09/11 1:21,2021/09/11 1:12
-3.167266,103.486733,2021/09/11 1:15,2021/09/11 1:06
-3.1657,103.484167,2021/09/10 1:51,2021/09/10 1:42
-3.430132,103.533666,2021/09/10 1:26,2021/09/10 1:17
-3.431966,103.529167,2021/09/10 1:20,2021/09/10 1:11
-3.165666,103.484466,2021/09/10 1:12,2021/09/10 1:11
-3.1689,103.486233,2021/09/10 1:13,2021/09/10 1:04
-3.168699,103.486366,2021/09/09 7:30,2021/09/09 7:30
-3.164699,103.487399,2021/09/09 1:50,2021/09/09 1:31
-3.430132,103.533633,2021/09/09 1:27,2021/09/09 1:18
-3.430933,103.5319,2021/09/09 1:16,2021/09/09 1:16
-3.168699,103.486366,2021/09/09 1:17,2021/09/09 1:08
-3.165566,103.484333,2021/09/09 1:16,2021/09/09 1:07
-3.168567,103.486466,2021/09/08 18:17,2021/09/08 18:17
-3.1689,103.485933,2021/09/08 14:36,2021/09/08 14:36
-3.164699,103.487466,2021/09/08 1:49,2021/09/08 1:40
-3.431966,103.529167,2021/09/08 1:15,2021/09/08 1:15
-3.436266,103.525433,2021/09/08 1:21,2021/09/08 1:12
-3.1588,103.475866,2021/09/08 1:17,2021/09/08 1:08
-3.1665,103.485666,2021/09/08 1:15,2021/09/08 1:06
-3.163666,103.486799,2021/09/07 1:46,2021/09/07 1:37
-3.162433,103.470999,2021/09/07 1:11,2021/09/07 1:02
-3.433433,103.530999,2021/09/07 1:21,2021/09/07 1:02
-3.1663,103.4865,2021/09/07 1:09,2021/09/07 0:59
-3.1646,103.487433,2021/09/06 1:46,2021/09/06 1:37
-3.433567,103.531667,2021/09/06 1:19,2021/09/06 1:10
-3.162066,103.470499,2021/09/06 1:16,2021/09/06 0:57
-3.166233,103.4865,2021/09/06 1:15,2021/09/06 0:56
-3.1646,103.487433,2021/09/05 23:46,2021/09/05 23:37
-3.433533,103.531633,2021/09/05 23:12,2021/09/05 23:11
-3.162066,103.470499,2021/09/05 23:16,2021/09/05 22:58
-3.166233,103.486466,2021/09/05 23:15,2021/09/05 22:56
-3.166833,103.487367,2021/09/05 13:12,2021/09/05 13:12
-3.164666,103.487399,2021/09/05 1:38,2021/09/05 1:37
-3.1338,103.494299,2021/04/04 23:01,2021/04/04 23:01
-3.431466,103.530399,2021/09/05 1:19,2021/09/05 1:10
-3.161133,103.471266,2021/09/05 1:13,2021/09/05 1:04
-3.167266,103.486799,2021/09/05 1:12,2021/09/05 1:03
-3.142166,103.494299,2021/04/04 23:45,2021/04/04 23:36
-3.164633,103.487333,2021/09/04 1:44,2021/09/04 1:35
-3.133766,103.494299,2021/04/05 1:06,2021/04/05 0:57
-3.436199,103.525433,2021/09/04 1:24,2021/09/04 1:15
-3.434633,103.527032,2021/09/04 1:18,2021/09/04 1:09
-3.160633,103.471266,2021/09/04 1:12,2021/09/04 1:03
-3.167299,103.486667,2021/09/04 1:07,2021/09/04 0:58
-3.142199,103.494266,2021/04/05 1:38,2021/04/05 1:29
-3.130766,103.4959,2021/04/05 14:50,2021/04/05 14:50
-3.164699,103.487367,2021/09/03 1:42,2021/09/03 1:33
-3.4357,103.525999,2021/09/03 1:15,2021/09/03 1:14
-3.434199,103.527899,2021/09/03 1:17,2021/09/03 1:08
-3.1495,103.476699,2021/09/03 1:17,2021/09/03 1:08
-3.165233,103.487266,2021/09/03 1:09,2021/09/03 1:00
-3.158433,103.472367,2021/09/03 1:08,2021/09/03 0:59
-3.429266,103.535132,2021/09/02 12:09,2021/09/02 12:09
-3.493733,103.4564,2021/01/06 1:12,2021/01/06 1:03
-3.158599,103.472333,2021/09/02 7:57,2021/09/02 7:57
-3.434466,103.527199,2021/09/02 1:14,2021/09/02 1:14
-3.433166,103.5313,2021/09/02 1:09,2021/09/02 1:09
-3.150999,103.479466,2021/09/02 1:16,2021/09/02 1:07
-3.158633,103.472367,2021/09/02 1:12,2021/09/02 1:03
-3.167299,103.486699,2021/09/02 1:08,2021/09/02 0:59
-3.1575,103.472533,2021/09/01 12:19,2021/09/01 12:19
-3.162333,103.487233,2021/09/02 16:35,2021/09/01 11:02
-3.1509,103.475566,2021/09/01 10:14,2021/09/01 10:14
-3.147999,103.4802,2021/09/01 10:07,2021/09/01 10:07
-3.162333,103.487199,2021/09/01 1:34,2021/09/01 1:33
-3.150766,103.479167,2021/09/01 1:21,2021/09/01 1:12
-3.433166,103.527466,2021/09/01 1:13,2021/09/01 1:12
-3.433633,103.528232,2021/09/01 1:08,2021/09/01 1:08
-3.133366,103.4964,2021/04/06 1:09,2021/04/06 1:00
-3.167299,103.486799,2021/09/01 1:03,2021/09/01 0:54
-3.143567,103.494733,2021/04/06 1:39,2021/04/06 1:30
-3.130266,103.495732,2021/04/07 1:09,2021/04/07 1:00
-3.164633,103.487533,2021/08/31 1:38,2021/08/31 1:29
-3.442833,103.541667,2021/08/31 1:31,2021/08/31 1:22
-3.434033,103.5269,2021/08/31 1:12,2021/08/31 1:11
-3.150766,103.479199,2021/08/31 1:19,2021/08/31 1:10
-3.432899,103.530333,2021/08/31 1:07,2021/08/31 1:07
-3.167266,103.486733,2021/08/31 1:06,2021/08/31 0:57
-3.156199,103.472866,2021/08/31 1:03,2021/08/31 0:54
-3.492632,103.5109,2021/08/30 15:30,2021/08/30 15:30
-3.448499,103.532899,2021/08/30 14:33,2021/08/30 14:33
-3.166067,103.486332,2021/08/30 1:39,2021/08/30 1:30
-3.441833,103.542766,2021/08/30 1:31,2021/08/30 1:22
-3.442999,103.541966,2021/08/30 1:17,2021/08/30 1:08
-3.149699,103.477032,2021/08/30 1:14,2021/08/30 1:05
-3.434733,103.527533,2021/08/30 1:12,2021/08/30 1:03
-3.434733,103.527433,2021/08/30 1:10,2021/08/30 1:01
-3.154466,103.474266,2021/08/30 1:09,2021/08/30 1:00
-3.167399,103.486699,2021/08/30 1:01,2021/08/30 1:00
-3.441866,103.542766,2021/08/29 23:27,2021/08/29 23:18
-3.165999,103.486366,2021/08/29 23:34,2021/08/29 23:15
-3.149699,103.477066,2021/08/29 23:18,2021/08/29 23:09
-3.434633,103.5275,2021/08/29 23:10,2021/08/29 23:09
-3.434766,103.527399,2021/08/29 23:05,2021/08/29 23:04
-3.442999,103.541966,2021/08/29 23:13,2021/08/29 23:04
-3.167333,103.486699,2021/08/29 23:00,2021/08/29 22:59
-3.154433,103.474333,2021/08/29 23:03,2021/08/29 22:54
-3.164666,103.487466,2021/08/29 1:31,2021/08/29 1:31
-3.442032,103.542666,2021/08/29 1:29,2021/08/29 1:20
-3.149933,103.477066,2021/08/29 1:18,2021/08/29 1:09
-3.435666,103.526099,2021/08/29 1:17,2021/08/29 1:08
-3.442899,103.541566,2021/08/29 1:11,2021/08/29 1:02
-3.435666,103.526133,2021/08/29 1:07,2021/08/29 0:58
-3.167266,103.486733,2021/08/29 1:07,2021/08/29 0:58
-3.154266,103.474433,2021/08/29 1:03,2021/08/29 0:54
-3.1651,103.487299,2021/08/28 7:49,2021/08/28 7:49
-3.168766,103.485966,2021/08/28 1:53,2021/08/28 1:44
-3.165166,103.487299,2021/08/28 1:32,2021/08/28 1:23
-3.442032,103.542833,2021/08/28 1:29,2021/08/28 1:20
-3.433633,103.528699,2021/08/28 1:09,2021/08/28 1:09
-3.433666,103.528832,2021/08/28 1:04,2021/08/28 1:03
-3.149266,103.481099,2021/08/28 1:10,2021/08/28 1:01
-3.442666,103.542,2021/08/28 1:07,2021/08/28 0:58
-3.154333,103.4745,2021/08/28 1:05,2021/08/28 0:56
-3.166133,103.487333,2021/08/27 12:22,2021/08/27 12:22
-3.168133,103.4865,2021/08/27 11:07,2021/08/27 11:07
-3.1533,103.474766,2021/08/27 1:53,2021/08/27 1:44
-3.1688,103.485966,2021/08/27 1:48,2021/08/27 1:39
-3.442866,103.541533,2021/08/27 1:23,2021/08/27 1:23
-3.434867,103.529066,2021/08/27 1:08,2021/08/27 1:07
-3.434899,103.529066,2021/08/27 1:03,2021/08/27 1:03
-3.442766,103.541466,2021/08/27 1:12,2021/08/27 1:03
-3.149266,103.481099,2021/08/27 1:10,2021/08/27 1:01
-3.167466,103.486667,2021/08/26 1:43,2021/08/26 1:43
-3.151799,103.475299,2021/08/26 1:45,2021/08/26 1:36
-3.442632,103.541699,2021/08/26 1:22,2021/08/26 1:13
-3.149266,103.481099,2021/08/26 1:07,2021/08/26 1:07
-3.436766,103.527866,2021/08/26 1:07,2021/08/26 1:07
-3.442967,103.541633,2021/08/26 1:12,2021/08/26 1:03
-3.435066,103.527766,2021/08/26 1:02,2021/08/26 1:02
-3.164699,103.487533,2021/08/25 1:48,2021/08/25 1:39
-3.156766,103.476266,2021/08/25 1:47,2021/08/25 1:38
-3.440467,103.5471,2021/08/25 1:24,2021/08/25 1:15
-3.433533,103.529333,2021/08/25 1:06,2021/08/25 1:06
-3.442766,103.5415,2021/08/25 1:04,2021/08/25 1:04
-3.433599,103.529366,2021/08/25 1:01,2021/08/25 1:01
-3.149266,103.481067,2021/08/25 1:09,2021/08/25 1:00
-3.149366,103.481133,2021/08/24 11:43,2021/08/24 11:43
-3.1639,103.488232,2021/08/24 1:43,2021/08/24 1:34
-3.155633,103.475866,2021/08/24 1:42,2021/08/24 1:33
-3.442933,103.541667,2021/08/24 1:21,2021/08/24 1:12
-3.439,103.5257,2021/08/24 1:09,2021/08/24 1:00
-3.4433,103.541233,2021/08/24 1:06,2021/08/24 0:57
-3.149266,103.481099,2021/08/24 1:05,2021/08/24 0:56
-3.438932,103.525666,2021/08/24 1:04,2021/08/24 0:55
-3.148699,103.4808,2021/08/23 12:28,2021/08/23 12:28
-3.148699,103.480833,2021/08/23 12:05,2021/08/23 12:05
-3.4352,103.526766,2021/08/23 1:47,2021/08/23 1:38
-3.163866,103.4882,2021/08/23 1:46,2021/08/23 1:37
-3.156766,103.4763,2021/08/23 1:43,2021/08/23 1:34
-3.442967,103.541799,2021/08/23 1:19,2021/08/23 1:19
-3.436199,103.526166,2021/08/23 1:04,2021/08/23 1:03
-3.442866,103.541866,2021/08/23 1:02,2021/08/23 1:02
-3.156766,103.4763,2021/08/22 23:40,2021/08/22 23:39
-3.435132,103.526799,2021/08/22 23:45,2021/08/22 23:36
-3.163866,103.4882,2021/08/22 23:44,2021/08/22 23:35
-3.442967,103.541766,2021/08/22 23:26,2021/08/22 23:17
-3.435633,103.526099,2021/08/22 23:03,2021/08/22 23:02
-3.442833,103.541866,2021/08/22 23:02,2021/08/22 22:54
-3.435467,103.526766,2021/08/22 1:44,2021/08/22 1:44
-3.156766,103.476266,2021/08/22 1:40,2021/08/22 1:40
-3.163832,103.488366,2021/08/22 1:44,2021/08/22 1:35
-3.441566,103.5444,2021/08/22 1:25,2021/08/22 1:16
-3.436366,103.526799,2021/08/22 1:03,2021/08/22 1:03
-3.442766,103.541566,2021/08/22 1:05,2021/08/22 0:56
-3.434333,103.527866,2021/08/21 18:40,2021/08/21 18:40
-3.434167,103.527866,2021/08/21 18:03,2021/08/21 18:03
-3.158366,103.479532,2021/08/21 1:39,2021/08/21 1:39
-3.434766,103.527066,2021/08/21 1:44,2021/08/21 1:36
-3.165333,103.487399,2021/08/21 1:40,2021/08/21 1:31
-3.8483,103.901833,2021/05/31 9:43,2021/05/31 9:43
-3.439333,103.548733,2021/08/21 1:23,2021/08/21 1:14
-3.434833,103.5288,2021/08/21 1:02,2021/08/21 1:01
-3.439299,103.548832,2021/08/21 1:00,2021/08/21 0:51
-3.437999,103.525533,2021/08/20 11:42,2021/08/20 11:42
-3.441566,103.544233,2021/08/20 1:48,2021/08/20 1:39
-3.165299,103.487466,2021/08/20 1:37,2021/08/20 1:37
-3.156766,103.476233,2021/08/20 1:44,2021/08/20 1:35
-3.855299,103.897833,2021/06/01 1:15,2021/06/01 1:06
-3.4396,103.547933,2021/08/20 1:21,2021/08/20 1:12
-3.436133,103.526566,2021/08/20 1:01,2021/08/20 1:01
-3.440033,103.547399,2021/08/19 1:44,2021/08/19 1:44
-3.156432,103.478832,2021/08/19 1:37,2021/08/19 1:37
-3.4375,103.525933,2021/08/19 1:44,2021/08/19 1:35
-3.164833,103.487433,2021/08/19 1:43,2021/08/19 1:34
-3.852766,103.899699,2021/06/01 1:33,2021/06/01 1:24
-3.441432,103.546166,2021/08/19 1:20,2021/08/19 1:11
-3.436966,103.525933,2021/08/19 1:00,2021/08/19 0:51
-3.167533,103.486699,2021/08/18 15:29,2021/08/18 15:29
-3.164233,103.486833,2021/08/19 1:18,2021/08/18 12:07
-3.164233,103.486833,2021/08/20 1:13,2021/08/18 12:07
-3.164233,103.486833,2021/08/21 1:15,2021/08/18 12:07
-3.164233,103.486833,2021/08/22 1:17,2021/08/18 12:07
-3.164233,103.486833,2021/08/22 23:23,2021/08/18 12:07
-3.164233,103.486833,2021/08/23 1:16,2021/08/18 12:07
-3.164233,103.486833,2021/08/24 1:20,2021/08/18 12:07
-3.164233,103.486833,2021/08/25 1:21,2021/08/18 12:07
-3.164233,103.486833,2021/08/26 1:21,2021/08/18 12:07
-3.164233,103.486833,2021/08/27 1:28,2021/08/18 12:07
-3.164233,103.486833,2021/08/28 1:29,2021/08/18 12:07
-3.164233,103.486833,2021/08/29 1:25,2021/08/18 12:07
-3.164233,103.486833,2021/08/29 23:29,2021/08/18 12:07
-3.164233,103.486833,2021/08/30 1:23,2021/08/18 12:07
-3.164233,103.486833,2021/08/31 1:24,2021/08/18 12:07
-3.164233,103.486833,2021/09/01 1:25,2021/08/18 12:07
-3.164233,103.486833,2021/09/02 1:32,2021/08/18 12:07
-3.164233,103.486833,2021/09/03 1:33,2021/08/18 12:07
-3.164233,103.486833,2021/09/04 1:28,2021/08/18 12:07
-3.164233,103.486833,2021/09/05 1:36,2021/08/18 12:07
-3.164233,103.486833,2021/09/05 23:37,2021/08/18 12:07
-3.164233,103.486833,2021/09/06 1:37,2021/08/18 12:07
-3.164233,103.486833,2021/09/07 1:37,2021/08/18 12:07
-3.164233,103.486833,2021/09/08 1:40,2021/08/18 12:07
-3.164233,103.486833,2021/09/09 1:36,2021/08/18 12:07
-3.164233,103.486833,2021/09/10 1:37,2021/08/18 12:07
-3.164233,103.486833,2021/09/11 1:38,2021/08/18 12:07
-3.164233,103.486833,2021/09/12 1:40,2021/08/18 12:07
-3.164233,103.486833,2021/09/12 23:42,2021/08/18 12:07
-3.164233,103.486833,2021/09/13 1:37,2021/08/18 12:07
-3.164233,103.486833,2021/09/14 1:39,2021/08/18 12:07
-3.164233,103.486833,2021/09/15 1:40,2021/08/18 12:07
-3.164233,103.486833,2021/09/16 1:45,2021/08/18 12:07
-3.164233,103.486833,2021/09/17 1:41,2021/08/18 12:07
-3.164233,103.486833,2021/09/18 1:49,2021/08/18 12:07
-3.164233,103.486833,2021/09/19 1:44,2021/08/18 12:07
-3.164233,103.486833,2021/09/19 23:45,2021/08/18 12:07
-3.164233,103.486833,2021/09/20 1:48,2021/08/18 12:07
-3.164233,103.486833,2021/09/21 1:45,2021/08/18 12:07
-3.437433,103.525966,2021/08/18 1:52,2021/08/18 1:43
-3.438266,103.525599,2021/08/18 1:47,2021/08/18 1:38
-3.439433,103.548499,2021/08/18 1:45,2021/08/18 1:36
-3.156766,103.4763,2021/08/18 1:40,2021/08/18 1:31
-3.143567,103.494699,2021/04/07 1:42,2021/04/07 1:33
-3.855299,103.897799,2021/06/01 1:35,2021/06/01 1:26
-3.441466,103.546199,2021/08/18 1:14,2021/08/18 1:05
-3.1638,103.4884,2021/08/18 1:12,2021/08/18 1:03
-3.437066,103.525966,2021/08/17 1:44,2021/08/17 1:43
-3.44,103.547433,2021/08/17 1:42,2021/08/17 1:42
-3.437666,103.525833,2021/08/17 1:39,2021/08/17 1:39
-3.139299,103.496067,2021/04/07 9:16,2021/04/07 9:16
-3.156766,103.476233,2021/08/17 1:38,2021/08/17 1:29
-3.8644,103.893832,2021/06/01 1:36,2021/06/01 1:27
-3.441466,103.5446,2021/08/17 1:16,2021/08/17 1:07
-3.163133,103.488266,2021/08/17 1:15,2021/08/17 1:06
-3.144266,103.492866,2021/04/08 1:03,2021/04/08 0:54
-3.130499,103.495166,2021/04/08 1:09,2021/04/08 1:00
-3.437367,103.525999,2021/08/16 7:12,2021/08/16 7:12
-3.437433,103.526033,2021/08/16 1:43,2021/08/16 1:42
-3.152632,103.477166,2021/08/16 1:34,2021/08/16 1:33
-3.44,103.547466,2021/08/16 1:41,2021/08/16 1:32
-3.4375,103.525933,2021/08/16 1:38,2021/08/16 1:29
-3.145366,103.491699,2021/04/08 1:46,2021/04/08 1:37
-3.841667,103.902833,2021/06/01 1:41,2021/06/01 1:32
-3.44,103.547367,2021/08/16 1:16,2021/08/16 1:07
-3.163433,103.4884,2021/08/16 1:11,2021/08/16 1:02
-3.437367,103.525999,2021/08/15 23:47,2021/08/15 23:38
-3.144167,103.492833,2021/04/08 9:29,2021/04/08 9:29
-3.437367,103.526033,2021/08/15 23:40,2021/08/15 23:31
-3.440033,103.547466,2021/08/15 23:40,2021/08/15 23:31
-3.1526,103.4771,2021/08/15 23:38,2021/08/15 23:29
-3.440033,103.547399,2021/08/15 23:11,2021/08/15 23:10
-3.854833,103.896733,2021/06/01 13:05,2021/06/01 13:05
-3.163433,103.488433,2021/08/15 23:08,2021/08/15 23:08
-3.438433,103.527333,2021/08/15 18:28,2021/08/15 18:28
-3.442999,103.525933,2021/08/15 15:22,2021/08/15 15:22
-3.4957,103.511966,2021/08/15 14:41,2021/08/15 14:41
-3.438932,103.5257,2021/08/15 1:45,2021/08/15 1:36
-3.439633,103.547999,2021/08/15 1:43,2021/08/15 1:34
-3.152666,103.477266,2021/08/15 1:38,2021/08/15 1:29
-3.144199,103.492666,2021/04/09 1:05,2021/04/09 0:56
-3.855266,103.8977,2021/06/02 1:21,2021/06/02 1:12
-3.441566,103.544033,2021/08/15 1:15,2021/08/15 1:06
-3.1676,103.486699,2021/08/14 12:04,2021/08/14 12:04
-3.162233,103.486667,2021/08/15 1:16,2021/08/14 4:48
-3.149199,103.481099,2021/08/14 1:43,2021/08/14 1:34
-3.439133,103.525633,2021/08/14 1:43,2021/08/14 1:34
-3.439466,103.548333,2021/08/14 1:42,2021/08/14 1:33
-3.1526,103.477266,2021/08/14 1:32,2021/08/14 1:32
-3.130499,103.495166,2021/04/09 1:11,2021/04/09 1:02
-3.441667,103.544333,2021/08/14 1:14,2021/08/14 1:05
-3.162233,103.486667,2021/08/14 1:14,2021/08/14 1:05
-3.855233,103.8977,2021/06/02 1:33,2021/06/02 1:24
-3.154867,103.479199,2021/08/13 14:57,2021/08/13 14:57
-3.439733,103.525299,2021/08/13 1:43,2021/08/13 1:34
-3.440033,103.547433,2021/08/13 1:43,2021/08/13 1:34
-3.149199,103.481067,2021/08/13 1:41,2021/08/13 1:32
-3.153166,103.479266,2021/08/13 1:36,2021/08/13 1:27
-3.146099,103.491733,2021/04/09 1:47,2021/04/09 1:38
-3.854933,103.899199,2021/06/02 1:34,2021/06/02 1:25
-3.44,103.547367,2021/08/13 1:12,2021/08/13 1:03
-3.163099,103.4882,2021/08/13 1:09,2021/08/13 1:00
-3.150599,103.482066,2021/08/12 1:46,2021/08/12 1:37
-3.439867,103.547766,2021/08/12 1:37,2021/08/12 1:37
-3.441466,103.525066,2021/08/12 1:42,2021/08/12 1:33
-3.152733,103.477799,2021/08/12 1:36,2021/08/12 1:27
-3.139299,103.496099,2021/04/09 14:30,2021/04/09 14:30
-3.4407,103.547233,2021/08/12 1:14,2021/08/12 1:05
-3.841667,103.902866,2021/06/02 1:35,2021/06/02 1:26
-3.162233,103.486667,2021/08/12 1:09,2021/08/12 1:00
-3.1459,103.4757,2021/08/11 7:25,2021/08/11 7:25
-3.150766,103.482399,2021/08/11 1:41,2021/08/11 1:32
-3.1459,103.475533,2021/08/11 1:29,2021/08/11 1:29
-3.440033,103.547399,2021/08/11 1:37,2021/08/11 1:28
-3.441466,103.524966,2021/08/11 1:33,2021/08/11 1:24
-3.144167,103.492632,2021/04/10 1:06,2021/04/10 0:57
-3.852766,103.899699,2021/06/02 1:35,2021/06/02 1:26
-3.440599,103.5469,2021/08/11 1:07,2021/08/11 1:07
-3.163133,103.488266,2021/08/11 1:10,2021/08/11 1:01
-3.145833,103.4757,2021/08/10 18:25,2021/08/10 18:25
-3.146067,103.475766,2021/08/10 17:01,2021/08/10 17:01
-3.130299,103.493366,2021/04/10 1:12,2021/04/10 1:03
-3.439966,103.525233,2021/08/10 1:32,2021/08/10 1:31
-3.439966,103.547466,2021/08/10 1:35,2021/08/10 1:26
-3.144266,103.492632,2021/04/10 1:38,2021/04/10 1:29
-3.146966,103.477733,2021/08/10 1:39,2021/08/10 1:20
-3.145399,103.491699,2021/04/10 1:45,2021/04/10 1:36
-3.44,103.547333,2021/08/10 1:14,2021/08/10 1:05
-3.861799,103.894167,2021/06/03 1:23,2021/06/03 1:14
-3.162199,103.487833,2021/08/10 1:04,2021/08/10 0:55
-3.162799,103.488232,2021/08/09 17:13,2021/08/09 17:13
-3.144299,103.492632,2021/04/10 11:05,2021/04/10 11:05
-3.147133,103.478499,2021/08/09 1:40,2021/08/09 1:31
-3.441667,103.5251,2021/08/09 1:31,2021/08/09 1:30
-3.439933,103.547866,2021/08/09 1:34,2021/08/09 1:25
-3.1407,103.4994,2021/04/10 17:09,2021/04/10 17:09
-3.4409,103.547133,2021/08/09 1:12,2021/08/09 1:03
-3.854899,103.899033,2021/06/03 1:34,2021/06/03 1:24
-3.140666,103.499466,2021/04/10 22:18,2021/04/10 22:18
-3.147199,103.478499,2021/08/08 23:35,2021/08/08 23:35
-3.439966,103.547866,2021/08/08 23:34,2021/08/08 23:25
-3.144099,103.492666,2021/04/11 1:06,2021/04/11 0:57
-3.441733,103.525132,2021/08/08 23:31,2021/08/08 23:22
-3.440866,103.5471,2021/08/08 23:10,2021/08/08 23:01
-3.854933,103.8989,2021/06/03 1:36,2021/06/03 1:27
-3.140633,103.4995,2021/04/11 1:13,2021/04/11 1:04
-3.147766,103.478599,2021/08/08 1:41,2021/08/08 1:32
-3.440299,103.5251,2021/08/08 1:35,2021/08/08 1:26
